TNM,freq
"T3b,NX,M0",4.343382728666326e-4
"T2NOS,N0,M1a",4.3201560830584846e-4
"T3NOS,NX,M0",4.273702791842802e-4
"T3,N1NOS,M1a",4.250476146234961e-4
"T1b,N3,M0",4.1575695638035955e-4
"T2NOS,N3,M1b",4.0646629813722305e-4
"T1a,N1a,M0",4.0182096901565477e-4
"T2b,N3,M0",4.0182096901565477e-4
"T2b,NX,M0",4.0182096901565477e-4
"T2b,N2,M1a",3.9949830445487063e-4
"T1c,N3a,M0",3.9485297533330236e-4
"T4a,N0,M1",3.8556231709016586e-4
"T1,N1b,M0",3.809169879685976e-4
"T1a2,N0,M0",3.809169879685976e-4
"T2b,N1,M1b",3.7859432340781344e-4
"T3,N2NOS,M0",3.762716588470293e-4
"T4,NX,M1a",3.6930366516467694e-4
"T1,N1,M1",3.669810006038928e-4
"T2NOS,N0,M1",3.553676777999721e-4
"T1a,N3,M0",3.5072234867840384e-4
"T3b,N2,M0",3.4839968411761975e-4
"T4a,N1,M0",3.437543549960515e-4
"T1b(m),N1b,M0",3.4143169043526734e-4
"T3,N2a,M1b",3.4143169043526734e-4
"T3NOS,NX,M1",3.4143169043526734e-4
"T0,N0,M1b",3.344636967529149e-4
"T3,NX,M1a",3.344636967529149e-4
"T1a(m),N1b,M0",3.298183676313467e-4
"T1c,N0,M1",3.228503739489943e-4
"T1b,N1,M1b",3.2052770938821015e-4
"T4,N2,M1",3.2052770938821015e-4
"T2(m),N1b,M0",3.158823802666419e-4
"T3,N1,M1a",3.158823802666419e-4
"T1b,N1,M1",3.089143865842895e-4
"T1,N3,M0",3.019463929019371e-4
"T2a,N3,M1a",3.019463929019371e-4
"T1,N1NOS,M1b",2.9962372834115296e-4
"T2c,N0,M1b",2.9962372834115296e-4
"T3,N0(i+),M0",2.9962372834115296e-4
"T1b1,N1,M0",2.973010637803688e-4
"T1c,N1,M1",2.949783992195847e-4
"T2,N3b,M0",2.949783992195847e-4
"T2,N0,M1a",2.926557346588006e-4
"T0,NX,M1c",2.9033307009801646e-4
"T1a,N1,M1",2.856877409764482e-4
"T1b(s),N1b,M0",2.810424118548799e-4
"T4a,N0,M1a",2.810424118548799e-4
"T2,N2a,M1",2.7871974729409577e-4
"T3a,N1a,M0",2.7639708273331163e-4
"T0,N0,M1c",2.7407441817252755e-4
"T3,N3b,M0",2.717517536117434e-4
"T1,N2c,M0",2.6710642449017513e-4
"T1c,N1,M1b",2.6710642449017513e-4
"T2(s),N1b,M0",2.64783759929391e-4
"T1b,N2a,M0",2.6246109536860686e-4
"T3a,NX,M1",2.601384308078227e-4
"T3c,NX,M0",2.601384308078227e-4
"T3,N1b,M1b",2.554931016862545e-4
"T1a,N1mi,M0",2.508477725646862e-4
"T2b,N0,M1a",2.4620244344311794e-4
"T2c,NX,M0",2.438797788823338e-4
"T2a,N1,M1",2.3691178519998142e-4
"T4a,N0,M1b",2.3691178519998142e-4
"T1a,N0(i+),M0",2.2994379151762903e-4
"T2NOS,N3,M0",2.2297579783527662e-4
"T3b,NX,M1",2.2297579783527662e-4
"T1b2,N1,M0",2.206531332744925e-4
"T3b,N2,M1",2.206531332744925e-4
"T3b,N1a,M0",2.1833046871370837e-4
"T1a(s),N1b,M0",2.1136247503135598e-4
"T2NOS,N0,M1c",2.067171459097877e-4
"T1a,N1,M1b",2.0207181678821945e-4
"T1,N1NOS,M1a",1.9510382310586704e-4
"T1b,N2,M1a",1.9510382310586704e-4
"T2,N1a,M1",1.9510382310586704e-4
"T3,N3,M1",1.9510382310586704e-4
"T3c,NX,M1",1.9510382310586704e-4
"T0,N0,M1a",1.9278115854508293e-4
"T1a,N0,M1a",1.9278115854508293e-4
"T1b,N0,M1a",1.9278115854508293e-4
"T2a,NX,M1b",1.9278115854508293e-4
"T3,N1a,M1b",1.9278115854508293e-4
"T1b,N1NOS,M0",1.904584939842988e-4
"T0,N1NOS,M0",1.8581316486273051e-4
"T1NOS,NX,M1",1.8581316486273051e-4
"T3NOS,N0,M1b",1.834905003019464e-4
"T0,N2,M1b",1.7884517118037813e-4
"T0,NX,M1",1.7884517118037813e-4
"T2a2,N0,M0",1.7884517118037813e-4
"T4,N1,M1c",1.7884517118037813e-4
"T3,N3a,M1",1.76522506619594e-4
"T1c,N0,M1c",1.7419984205880988e-4
"T2,N3a,M1",1.7419984205880988e-4
"T0,N1,M0",1.7187717749802574e-4
"T3,N2a,M1",1.695545129372416e-4
"T3a,N0,M1b",1.695545129372416e-4
"T3b,N1,M1b",1.625865192548892e-4
"T1,NX,M1",1.6026385469410508e-4
"T1NOS,N2,M0",1.6026385469410508e-4
"T1,N1NOS,M0",1.5561852557253683e-4
"T2a,N1,M1a",1.532958610117527e-4
"T2a1,N0,M0",1.532958610117527e-4
"T2NOS,N3,M1a",1.532958610117527e-4
"T0,N3,M1b",1.5097319645096855e-4
"T2,N2,M1",1.463278673294003e-4
"T2b,NX,M1",1.463278673294003e-4
"T1,NX,M1a",1.4400520276861616e-4
"T3b,N0,M1b",1.4400520276861616e-4
"T1,NX,M1b",1.3935987364704789e-4
"T2,N0,M1b",1.3703720908626377e-4
"Tis,NX,M0",1.3471454452547964e-4
"T0,N3,M0",1.323918799646955e-4
"T1b,N1b,M0",1.3006921540391136e-4
"T2NOS,NX,M1a",1.3006921540391136e-4
"T3b,N2a,M0",1.3006921540391136e-4
"T0,N1a,M0",1.254238862823431e-4
"T1a,N2,M1a",1.254238862823431e-4
"T2,N1c,M0",1.254238862823431e-4
"T2NOS,N1,M1a",1.2310122172155897e-4
"T0,N1,M1",1.2077855716077483e-4
"T1b,NX,M1b",1.2077855716077483e-4
"T2,N3c,M1",1.2077855716077483e-4
"T3a,N2,M1",1.1845589259999071e-4
"T1,N0,M1NOS",1.1613322803920657e-4
"T2,N2b,M1",1.1613322803920657e-4
"T2b,N1a,M0",1.1613322803920657e-4
"T2b,N3,M1a",1.1613322803920657e-4
"T0,N2,M0",1.1381056347842245e-4
"T3(m),N1NOS,M0",1.1381056347842245e-4
"T0,NX,M1b",1.1148789891763831e-4
"T1b(m),N1NOS,M0",1.0916523435685418e-4
"T2,N3c,M0",1.0916523435685418e-4
"T1c,NX,M1b",1.0684256979607005e-4
"T0,N1b,M0",1.0451990523528592e-4
"T3(s),N1NOS,M0",1.0451990523528592e-4
"T4,N0,M1c",1.0451990523528592e-4
"T2a,N2a,M0",1.0219724067450178e-4
"T3,N3b,M1",1.0219724067450178e-4
"T1mic,N0(i+),M0",9.987457611371766e-5
"T2a,N1NOS,M0",9.987457611371766e-5
"T3,N1a,M1",9.987457611371766e-5
"T1b,N2c,M0",9.755191155293352e-5
"T2b,NX,M1b",9.755191155293352e-5
"T3,N3c,M1",9.755191155293352e-5
"T1,N2,M1",9.52292469921494e-5
"T1a(s),NX,M0",9.52292469921494e-5
"T2a,NX,M1a",9.52292469921494e-5
"T3b,N3,M0",9.52292469921494e-5
"T0,N1NOS,M1c",9.058391787058113e-5
"T0,NX,M0",9.058391787058113e-5
"T2c,N1,M1b",9.058391787058113e-5
"T3,N1c,M1a",9.058391787058113e-5
"T1c,N2NOS,M0",8.8261253309797e-5
"T1mic,N1a,M0",8.8261253309797e-5
"T2,N3NOS,M0",8.8261253309797e-5
"T2c,N0,M1",8.8261253309797e-5
"T3a,N2a,M0",8.8261253309797e-5
"T0,NX,M1a",8.593858874901287e-5
"T1c,N0(mol-),M0",8.593858874901287e-5
"T2(s),N1NOS,M0",8.593858874901287e-5
"T3a,N3,M0",8.593858874901287e-5
"T1b,N3a,M0",8.361592418822873e-5
"T2(m),N1NOS,M0",8.361592418822873e-5
"T2NOS,N2,M1",8.361592418822873e-5
"T3,N2b,M1",8.361592418822873e-5
"T3,N2c,M1",8.361592418822873e-5
"T1a,N3,M1a",8.12932596274446e-5
"T1c,N3b,M0",8.12932596274446e-5
"T2,N3,M1",8.12932596274446e-5
"T2NOS,N1,M1",8.12932596274446e-5
"T1b(s),N1NOS,M0",7.897059506666047e-5
"T1b,NX,M1",7.664793050587634e-5
"T2a2,N1,M0",7.664793050587634e-5
"T3,N0,M1NOS",7.664793050587634e-5
"T1,N3b,M0",7.43252659450922e-5
"T1NOS,N2,M1",7.43252659450922e-5
"T3,N3c,M0",7.43252659450922e-5
"T3,N3NOS,M0",7.43252659450922e-5
"T3b,N1NOS,M0",7.43252659450922e-5
"T2NOS,N1,M1c",7.200260138430808e-5
"T3NOS,N1,M1b",7.200260138430808e-5
"T1b,N0(mol-),M0",6.967993682352394e-5
"T1mic,N1mi,M0",6.967993682352394e-5
"T2,N0(mol-),M0",6.967993682352394e-5
"T4,N2,M1NOS",6.967993682352394e-5
"T1,N3,M1a",6.735727226273982e-5
"T1a,NX,M1b",6.735727226273982e-5
"T1b,N2b,M0",6.735727226273982e-5
"T1b,N3,M1a",6.503460770195568e-5
"T1b2,N1,M1",6.503460770195568e-5
"T2aNOS,N0,M0",6.503460770195568e-5
"T3a,N1,M1b",6.503460770195568e-5
"T4,N0,M1NOS",6.503460770195568e-5
"T0,N0,M1NOS",6.271194314117156e-5
"T2,N1NOS,M1",6.271194314117156e-5
"T2b,N2a,M0",6.271194314117156e-5
"T3,N2NOS,M1",6.271194314117156e-5
"T0,N1,M1b",6.038927858038742e-5
"T2,N1,M1a",6.038927858038742e-5
"T2,N3b,M1",6.038927858038742e-5
"T3,N1c,M1b",6.038927858038742e-5
"Tis,N0(i-),M0",6.038927858038742e-5
"T1a,N2a,M0",5.8066614019603286e-5
"T1c,NX,M1",5.8066614019603286e-5
"T2,N2c,M1",5.8066614019603286e-5
"T1,N1,M1a",5.5743949458819154e-5
"T1b(s),NX,M0",5.5743949458819154e-5
"T1c,N1,M1a",5.5743949458819154e-5
"T2b,N1,M1a",5.5743949458819154e-5
"T2NOS,NX,M1",5.5743949458819154e-5
"T3,N2NOS,M1b",5.5743949458819154e-5
"T3b,N1,M1a",5.5743949458819154e-5
"T3NOS,N2,M0",5.5743949458819154e-5
"T1a,NX,M1",5.342128489803502e-5
"T2,N1a,M1a",5.342128489803502e-5
"T3(m),N1b,M1",5.342128489803502e-5
"T0,N2a,M0",5.109862033725089e-5
"T1,N1a,M1a",5.109862033725089e-5
"T1c,N2a,M1",5.109862033725089e-5
"T3b,N0,M1c",5.109862033725089e-5
"T0,N2b,M0",4.877595577646676e-5
"T1,N1c,M0",4.877595577646676e-5
"T2a,NX,M1",4.877595577646676e-5
"T2NOS,NX,M1c",4.877595577646676e-5
"T3(s),N0,M1",4.877595577646676e-5
"T3a,N1NOS,M0",4.877595577646676e-5
"T4,N3,M1NOS",4.877595577646676e-5
"T1,NA,M0",4.645329121568263e-5
"T1c,N1a,M1",4.645329121568263e-5
"T2,N2NOS,M1",4.645329121568263e-5
"T2a,N1b,M0",4.645329121568263e-5
"T2a2,N1,M1",4.645329121568263e-5
"T3NOS,N1,M1c",4.645329121568263e-5
"T3NOS,NX,M1b",4.645329121568263e-5
"T4,NX,M1c",4.645329121568263e-5
"T0,NX,M1NOS",4.41306266548985e-5
"T1NOS,N0(i-),M0",4.41306266548985e-5
"T2,N1mi,M1",4.41306266548985e-5
"T3,N2,M1NOS",4.41306266548985e-5
"T1,N1,M1b",4.1807962094114366e-5
"T1a(s),N1NOS,M0",4.1807962094114366e-5
"T1b,N2,M1",4.1807962094114366e-5
"T1c,N1,M1c",4.1807962094114366e-5
"T2a,N0,M1NOS",4.1807962094114366e-5
"T2c,NX,M1b",4.1807962094114366e-5
"T3a,N1b,M0",4.1807962094114366e-5
"T4,N3b,M0",4.1807962094114366e-5
"T4a,N0(i-),M0",4.1807962094114366e-5
"T1a,N2,M1",3.9485297533330234e-5
"T1a(m),NX,M0",3.9485297533330234e-5
"T1NOS,N3,M0",3.9485297533330234e-5
"T2(s),NX,M0",3.9485297533330234e-5
"T2a,N2c,M0",3.9485297533330234e-5
"T2a1,N1,M0",3.9485297533330234e-5
"T2c,N1,M1",3.9485297533330234e-5
"T3,N1NOS,M1",3.9485297533330234e-5
"T3,N2b,M1NOS",3.9485297533330234e-5
"T3b,N1,M1c",3.9485297533330234e-5
"T3b,N1b,M0",3.9485297533330234e-5
"T3b,N2c,M0",3.9485297533330234e-5
"T3b,NX,M1b",3.9485297533330234e-5
"T0,N3a,M0",3.71626329725461e-5
"T1a,N1NOS,M0",3.71626329725461e-5
"T1b,N0,M1NOS",3.71626329725461e-5
"T1b,N1,M1a",3.71626329725461e-5
"T1c,N1c,M0",3.71626329725461e-5
"T2b,N1NOS,M0",3.71626329725461e-5
"T2b,NX,M1a",3.71626329725461e-5
"T2c,N0,M1c",3.71626329725461e-5
"T2NOS,N0,M1NOS",3.71626329725461e-5
"T3,N2a,M1NOS",3.71626329725461e-5
"T3(s),N1b,M1",3.71626329725461e-5
"T3(s),NX,M0",3.71626329725461e-5
"T3NOS,N0,M1c",3.71626329725461e-5
"T4,N3,M1",3.71626329725461e-5
"T0,N1NOS,M1a",3.483996841176197e-5
"T0,N2,M1a",3.483996841176197e-5
"T1,N2NOS,M0",3.483996841176197e-5
"T1b,N2NOS,M0",3.483996841176197e-5
"T1c,N0,M1a",3.483996841176197e-5
"T1c,N0,M1NOS",3.483996841176197e-5
"T2a,N2b,M0",3.483996841176197e-5
"T2c,N1,M1c",3.483996841176197e-5
"T3a,N1,M1a",3.483996841176197e-5
"T1a,N1,M1a",3.251730385097784e-5
"T1c,N3c,M0",3.251730385097784e-5
"T2,N2,M1a",3.251730385097784e-5
"T2,N2a,M1a",3.251730385097784e-5
"T2,N3,M1a",3.251730385097784e-5
"T2a,N2NOS,M0",3.251730385097784e-5
"T3,N2NOS,M1a",3.251730385097784e-5
"T3,N3NOS,M1",3.251730385097784e-5
"T3a,N2NOS,M0",3.251730385097784e-5
"T0,N1,M1c",3.019463929019371e-5
"T1,N2,M1a",3.019463929019371e-5
"T1,NA,M1a",3.019463929019371e-5
"T1a,N3a,M0",3.019463929019371e-5
"T1b,NX,M1a",3.019463929019371e-5
"T1b1,N0,M1",3.019463929019371e-5
"T1b1,N1,M1",3.019463929019371e-5
"T1c,N3a,M1",3.019463929019371e-5
"T1c,NX,M1c",3.019463929019371e-5
"T1NOS,N0,M1b",3.019463929019371e-5
"T1NOS,N1a,M0",3.019463929019371e-5
"T1NOS,N3,M1",3.019463929019371e-5
"T2,N0,M1NOS",3.019463929019371e-5
"T2,N0(i-),M1",3.019463929019371e-5
"T3b,N2b,M0",3.019463929019371e-5
"T1a(m),N1NOS,M0",2.7871974729409577e-5
"T2(s),N0,M1",2.7871974729409577e-5
"T1,N1a,M1b",2.5549310168625446e-5
"T2b,N2c,M0",2.5549310168625446e-5
"T2c,N1,M1a",2.5549310168625446e-5
"T3,N1NOS,M1NOS",2.5549310168625446e-5
"T3(m),N0,M1",2.5549310168625446e-5
"T3NOS,N1,M1a",2.5549310168625446e-5
"T4,N1,M1NOS",2.5549310168625446e-5
"T4,NX,M1NOS",2.5549310168625446e-5
"T0,N1NOS,M1NOS",2.3226645607841314e-5
"T1,N2b,M1",2.3226645607841314e-5
"T1,N3,M1b",2.3226645607841314e-5
"T1a,N0(mol-),M0",2.3226645607841314e-5
"T1c,N0(i-),M1",2.3226645607841314e-5
"T2,N1,M1b",2.3226645607841314e-5
"T2,N1b,M1a",2.3226645607841314e-5
"T2,N1NOS,M1b",2.3226645607841314e-5
"T2b,N2,M1",2.3226645607841314e-5
"T3,N1mi,M1",2.3226645607841314e-5
"T3a,N2b,M0",2.3226645607841314e-5
"T3b,N2NOS,M0",2.3226645607841314e-5
"T0,N1NOS,M1b",2.0903981047057183e-5
"T1,N3,M1",2.0903981047057183e-5
"T1a1,NX,M0",2.0903981047057183e-5
"T2a,N2,M1",2.0903981047057183e-5
"T2a,N2,M1NOS",2.0903981047057183e-5
"T2c,NX,M1",2.0903981047057183e-5
"T2d,N0,M0",2.0903981047057183e-5
"T2NOS,N3,M1",2.0903981047057183e-5
"T3,N1,M1NOS",2.0903981047057183e-5
"T3,N3,M1NOS",2.0903981047057183e-5
"T3a,N2c,M0",2.0903981047057183e-5
"T3a,NX,M1b",2.0903981047057183e-5
"T4,N3b,M1",2.0903981047057183e-5
"T0,N2c,M0",1.858131648627305e-5
"T1,N2c,M1",1.858131648627305e-5
"T1b,N0,M1c",1.858131648627305e-5
"T1c,N1b,M0",1.858131648627305e-5
"T1c,N1NOS,M1",1.858131648627305e-5
"T1c,N2b,M0",1.858131648627305e-5
"T1c,N3c,M1",1.858131648627305e-5
"T2,N2b,M1b",1.858131648627305e-5
"T2b,N2,M1NOS",1.858131648627305e-5
"T3,N1a,M1NOS",1.858131648627305e-5
"T0,N3,M1a",1.625865192548892e-5
"T1,N1b,M1a",1.625865192548892e-5
"T1,N1NOS,M1NOS",1.625865192548892e-5
"T1,N3a,M0",1.625865192548892e-5
"T1a2,N1,M0",1.625865192548892e-5
"T1b,N1a,M1",1.625865192548892e-5
"T1b(m),NX,M0",1.625865192548892e-5
"T1mic,NX,M0",1.625865192548892e-5
"T2,N1NOS,M1a",1.625865192548892e-5
"T2,N2b,M1a",1.625865192548892e-5
"T2,NX,M1a",1.625865192548892e-5
"T2,NX,M1b",1.625865192548892e-5
"T2a,N0,M1c",1.625865192548892e-5
"T2a,N1,M1NOS",1.625865192548892e-5
"T2a1,N1,M1",1.625865192548892e-5
"T2a2,N0,M1",1.625865192548892e-5
"T2aNOS,N1,M1",1.625865192548892e-5
"T2b,N0,M1c",1.625865192548892e-5
"T2NOS,NX,M1NOS",1.625865192548892e-5
"T3,N1b,M1NOS",1.625865192548892e-5
"T3a,N0,M1c",1.625865192548892e-5
"T3a,N1,M1c",1.625865192548892e-5
"T3NOS,NX,M1c",1.625865192548892e-5
"T4,N1NOS,M0",1.625865192548892e-5
"T4a,N0(i+),M0",1.625865192548892e-5
"T0,N1mi,M0",1.3935987364704789e-5
"T0,N3,M1c",1.3935987364704789e-5
"T0,N3c,M1",1.3935987364704789e-5
"T1,N1b,M1b",1.3935987364704789e-5
"T1a,N3,M1",1.3935987364704789e-5
"T1a,NX,M1a",1.3935987364704789e-5
"T1b(m),N0,M1",1.3935987364704789e-5
"T1b(s),N0,M1",1.3935987364704789e-5
"T1b2,N0,M1",1.3935987364704789e-5
"T1c,N0(mol+),M0",1.3935987364704789e-5
"T1c,N1mi,M1",1.3935987364704789e-5
"T1NOS,N1NOS,M0",1.3935987364704789e-5
"T1NOS,N2,M1b",1.3935987364704789e-5
"T2,N3,M1b",1.3935987364704789e-5
"T2(m),NX,M0",1.3935987364704789e-5
"T2a1,N0,M1",1.3935987364704789e-5
"T2aNOS,N0,M1",1.3935987364704789e-5
"T2aNOS,N1,M0",1.3935987364704789e-5
"T2aNOS,NX,M0",1.3935987364704789e-5
"T2b,N3,M1",1.3935987364704789e-5
"T3,NX,M1NOS",1.3935987364704789e-5
"T3(m),N1a,M1",1.3935987364704789e-5
"T3b,NX,M1c",1.3935987364704789e-5
"T4,N3a,M0",1.3935987364704789e-5
"T1,N2b,M1b",1.1613322803920657e-5
"T1b,N1NOS,M1",1.1613322803920657e-5
"T1b,N2,M1NOS",1.1613322803920657e-5
"T1b,N3a,M1",1.1613322803920657e-5
"T1mic,N1,M0",1.1613322803920657e-5
"T1mic,N2a,M0",1.1613322803920657e-5
"T2(m),N1b,M1",1.1613322803920657e-5
"T2a,N3,M1",1.1613322803920657e-5
"T2b,N1b,M0",1.1613322803920657e-5
"T2b,N2NOS,M0",1.1613322803920657e-5
